"Предприятия, организации,""с начала года"",""январь"",""февраль"",""март"",""апрель"",""май"",""июнь"",""июль"",""август"",""сентябрь"",""октябрь"",""ноябрь"",""декабрь"""
" ЗАО ""Нортгаз"",""568,937"",""51,628"",""45,002"",""49,316"",""47,865"",""48,566"",""47,198"",""48,066"",""47,232"",""46,131"",""46,978"",""45,153"",""45,802"""
" ООО ""Пурнефть"",""76,248"",""7,269"",""6,424"",""7,031"",""6,743"",""6,709"",""6,043"",""5,921"",""5,655"",""5,682"",""6,504"",""6,141"",""6,126"""
" АО ""СибИнвестНафта"",""1,695"",""0,184"",""0,147"",""0,157"",""0,111"",""0,125"",""0,155"",""0,143"",""0,134"",""0,138"",""0,082"",""0,157"",""0,162"""
" ООО ""Тарховское"",""259,578"",""21,155"",""18,878"",""20,985"",""20,568"",""22,028"",""23,385"",""22,704"",""21,454"",""21,565"",""23"",""21,641"",""22,215"""
" ОАО ""Томскнефть ВНК"",""8080,933"",""707,697"",""638,967"",""713,1"",""632,682"",""682,277"",""674,787"",""690,9"",""687,938"",""654,837"",""672,889"",""654"",""670,859"""
" ЗАО ""Чепецкое НГДУ"",""23,56"",""2,078"",""1,925"",""2,111"",""2,039"",""2,003"",""1,887"",""1,934"",""2,038"",""1,919"",""1,987"",""1,987"",""1,652"""
" ООО ""Вукошурнефть"",""23,412"",""2,22"",""1,892"",""2,003"",""1,789"",""2,076"",""1,913"",""2,008"",""1,908"",""1,872"",""1,794"",""1,813"",""2,124"""
" ООО ""Геопрогресс"",""500,841"",""41,098"",""38,167"",""42,649"",""41,81"",""43,48"",""42,881"",""42,381"",""41,271"",""40,126"",""43,561"",""40,999"",""42,418"""
" АО ""Евротэк-Югра"",""0,816"",""0,816"",""0"",""   "",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
" ООО ""Енисей"",""235,901"",""19,27"",""17,128"",""19,007"",""19,251"",""19,635"",""19,207"",""19,8"",""20,202"",""21,157"",""21,985"",""20,071"",""19,188"""
" АО ""Мессояханефтегаз"",""5460,493"",""421,051"",""386,501"",""431,723"",""420,674"",""443,352"",""442,859"",""471,395"",""481,207"",""474,32"",""495,791"",""484,441"",""507,179"""
" ОАО ""Нефтетрейд-Удмуртия"",""143,096"",""10,911"",""10,203"",""11,537"",""10,475"",""11,395"",""11,652"",""12,253"",""11,96"",""12,423"",""13,466"",""13,17"",""13,651"""
" АО ""Норильскгазпром"",""69,465"",""0,172"",""0,186"",""9,745"",""9,396"",""6,261"",""4,793"",""3,892"",""3,388"",""4,884"",""7,751"",""9,296"",""9,701"""
" ЗАО ""Ойлгазтэт"",""334,167"",""26,265"",""21,818"",""23,402"",""22,82"",""24,773"",""26,152"",""26,909"",""31,2"",""32,13"",""33,02"",""31,361"",""34,317"""
" ЗАО ""Печоранефтегазпром"",""3,83"",""0,483"",""0,42"",""0,39"",""0,321"",""0,299"",""0,225"",""0,142"",""0,18"",""0,24"",""0,329"",""0,404"",""0,397"""
" ЗАО ""Преображенскнефть"",""224,118"",""19,248"",""17,542"",""19,228"",""17,441"",""18,538"",""17,677"",""18,792"",""18,331"",""17,626"",""20,284"",""19,329"",""20,082"""
" ООО ""НК Приазовнефть"",""0,954"",""0"",""0"",""0"",""0"",""0"",""0,746"",""0,208"",""0"",""0"",""0"",""0"",""0"""
" АО ""Реимпэкс"",""26,599"",""2,349"",""2,043"",""2,147"",""2,197"",""2,441"",""2,277"",""2,375"",""2,297"",""2,185"",""2,218"",""1,976"",""2,094"""
" ООО ""РИД Ойл-Пермь"",""64,399"",""4,988"",""4,823"",""5,476"",""4,931"",""5,581"",""5,481"",""5,558"",""5,546"",""5,53"",""5,28"",""5,698"",""5,507"""
" АО ""Руснефтегаз"",""10,978"",""0,192"",""0,227"",""0,233"",""0,45"",""0,45"",""0,348"",""0"",""1,508"",""2,263"",""1,825"",""1,816"",""1,666"""
" Компания ""Салым Петролеум Дев. Н.В."",""6279,112"",""522,082"",""464,989"",""525,874"",""510,657"",""498,901"",""515,291"",""553,395"",""547,333"",""496,661"",""539,384"",""544,549"",""559,996"""
" АО ""Сибнефтегаз"",""8,66"",""0,701"",""0,609"",""0,636"",""0,559"",""0,466"",""0,899"",""0,889"",""0,815"",""0,986"",""0,713"",""0,692"",""0,695"""
" ООО ""СНК"",""9,89"",""0,207"",""0,222"",""0,363"",""0,35"",""1,137"",""1,1"",""1,077"",""1,062"",""1,041"",""1,094"",""1,105"",""1,132"""
" ЗАО ""Тиман-Печора Эксплорэйшн"",""23,294"",""2,101"",""3,047"",""3,235"",""3,158"",""1,677"",""1,606"",""1,259"",""1,683"",""1,359"",""1,465"",""1,236"",""1,468"""
" ГУП РК ""Черноморнефтегаз"",""36,714"",""3,524"",""3,213"",""3,542"",""3,239"",""3,154"",""2,759"",""2,814"",""2,712"",""2,504"",""2,753"",""3,086"",""3,414"""
" В том числе независимые производители:,""24565,162"",""2078,582"",""1865,172"",""2054,7"",""1999,519"",""2051,881"",""1968,171"",""2060,565"",""2080,362"",""2028,537"",""2129,547"",""2088,461"",""2159,665"""
" ООО ""Юкола-нефть"",""311,6"",""29,812"",""27,505"",""30,152"",""27,401"",""11,592"",""20,458"",""25,06"",""29,927"",""29,994"",""30,56"",""28,672"",""20,467"""
" ЗАО ""Арктикнефть"",""37,071"",""3,422"",""2,757"",""2,984"",""2,929"",""3,111"",""3,028"",""3,157"",""3,209"",""3,099"",""3,136"",""3,109"",""3,13"""
" ООО ""Динью"",""8,317"",""0,81"",""0,733"",""0,811"",""0,738"",""0,77"",""0,692"",""0,695"",""0,698"",""0,681"",""0,648"",""0,436"",""0,605"""
" ЗАО ""Дулисьма"",""1056,106"",""96,17"",""85,564"",""94,742"",""90,661"",""92,762"",""88,717"",""87,92"",""85,38"",""83,781"",""85,299"",""81,921"",""83,189"""
" ООО ""ИНК"",""6254,107"",""557,991"",""506,913"",""544,83"",""525,915"",""551,064"",""523,867"",""520,567"",""506,994"",""493,864"",""516,218"",""494,283"",""511,601"""
" ЗАО ""Карбон"",""9,457"",""0,694"",""0,399"",""0,45"",""0,701"",""0,544"",""1,014"",""0,755"",""0,698"",""0,854"",""0,791"",""1,45"",""1,107"""
" ООО ""Компания Полярное Сияние"",""258,95"",""24,827"",""21,515"",""22,443"",""21,862"",""22,197"",""21,185"",""21,574"",""21,141"",""20,351"",""20,84"",""20,27"",""20,745"""
" ООО ""Нижнеомринская нефть"",""3,881"",""0,196"",""0,19"",""0,208"",""0,269"",""0,338"",""0,415"",""0,381"",""0,352"",""0,371"",""0,385"",""0,383"",""0,393"""
" ЗАО ""Петросах"",""39,498"",""3,378"",""2,868"",""3,118"",""3,184"",""3,447"",""3,454"",""3,477"",""3,255"",""3,137"",""3,266"",""3,397"",""3,517"""
" ООО ""Регион-Сириус"",""4,71"",""0,444"",""0,356"",""0,445"",""0,272"",""0,368"",""0,394"",""0,424"",""0,377"",""0,399"",""0,427"",""0,376"",""0,428"""
" ООО ""ЦНПСЭИ"",""74,136"",""5,931"",""5,472"",""6,302"",""5,682"",""5,757"",""5,256"",""6,181"",""7,297"",""6,838"",""7,003"",""6,331"",""6,086"""
" АО ""Южно-Аксютино"",""3,011"",""0,25"",""0,25"",""0,25"",""0,25"",""0,25"",""0,25"",""0,25"",""0,25"",""0,25"",""0,242"",""0,271"",""0,248"""
" ООО ""Азинское"",""6,878"",""0,378"",""0,344"",""0,375"",""0,372"",""0,172"",""0,386"",""0,752"",""0,741"",""0,826"",""0,876"",""0,849"",""0,807"""
" ОАО ""Акмай"",""19,02"",""1,7"",""1,475"",""1,685"",""1,514"",""1,548"",""1,365"",""1,645"",""1,605"",""1,515"",""1,655"",""1,622"",""1,691"""
" ЗАО ""Алойл"",""382,778"",""31,582"",""28,903"",""32,306"",""31,261"",""33,039"",""32,105"",""32,998"",""32,849"",""31,683"",""32,526"",""31,328"",""32,198"""
" АО ""АЛРОСА-Газ"",""2,86"",""0,443"",""0,359"",""0,302"",""0,218"",""0,152"",""0,034"",""0,041"",""0,027"",""0,128"",""0,218"",""0,376"",""0,562"""
" ООО ""Альянснефтегаз"",""149,424"",""12,415"",""10,861"",""13,215"",""13,394"",""13,584"",""12,776"",""12,96"",""12,992"",""12,184"",""12,014"",""11,391"",""11,638"""
" ООО ""АН-Недра"",""1,74"",""   "",""   "",""   "",""   "",""   "",""   "",""0,563"",""0,219"",""0,234"",""0,215"",""0,239"",""0,27"""
" ООО ""БайТекс"",""498,511"",""43,35"",""39,089"",""43,336"",""41,547"",""42,912"",""41,677"",""42,562"",""41,979"",""40,211"",""41,128"",""39,844"",""40,876"""
" ООО ""Бенталь"",""37,8"",""2,625"",""2,375"",""3,025"",""2,925"",""3,125"",""2,825"",""3,21"",""3,36"",""4,045"",""3,527"",""3,331"",""3,427"""
" ООО ""Бесединское"",""2,925"",""0,261"",""0,237"",""0,163"",""0,081"",""0,277"",""0,294"",""0,296"",""0,283"",""0,256"",""0,279"",""0,26"",""0,238"""
" ООО ""Благодаров-Ойл"",""80,426"",""7,233"",""6,258"",""7,098"",""6,675"",""6,975"",""6,67"",""6,82"",""6,752"",""6,525"",""6,75"",""6,23"",""6,44"""
" АО ""Братскэкогаз"",""1,597"",""0,232"",""0,202"",""0,151"",""0,135"",""0,115"",""0,056"",""0,04"",""0,038"",""0,09"",""0,147"",""0,186"",""0,205"""
" АО ""Булгарнефть"",""156,353"",""13,624"",""12,133"",""13,575"",""13,25"",""13,303"",""9,198"",""13,695"",""13,695"",""13,148"",""13,791"",""13,251"",""13,69"""
" ООО ""Быковогаз"",""9,056"",""1,298"",""1,051"",""0,991"",""0,671"",""0,891"",""0,706"",""0,665"",""0,607"",""0,5"",""0,546"",""0,57"",""0,56"""
" ООО ""Веселовское"",""5,802"",""0,433"",""0,476"",""0,535"",""0,473"",""0,5"",""0,469"",""0,468"",""0,444"",""0,475"",""0,508"",""0,515"",""0,506"""
" ООО ""Ветла"",""0,456"",""0,052"",""0,046"",""0,044"",""0,037"",""0,046"",""0,051"",""0,051"",""0,046"",""0,028"",""0,023"",""0,022"",""0,01"""
" ЗАО ""Винка"",""0,301"",""0,035"",""0,022"",""0,028"",""0,035"",""0,029"",""0,029"",""0,014"",""0,032"",""0,021"",""0,022"",""0,025"",""0,009"""
" АО  ""Вольновка"",""1,555"",""0,195"",""0,172"",""0,132"",""0,126"",""0,13"",""0,136"",""0,194"",""0,099"",""0,091"",""0,096"",""0,091"",""0,093"""
" ООО ""Газнефтесервис"",""63"",""5,006"",""5,212"",""6,184"",""4,598"",""4,352"",""6,198"",""5,241"",""4,798"",""4,894"",""4,381"",""5,762"",""6,374"""
" АО ""Геология"",""153,737"",""12,89"",""11,65"",""13,433"",""12,79"",""13,08"",""12,6"",""13,2"",""13,068"",""12,32"",""12,986"",""12,75"",""12,97"""
" ООО ""Георесурс М"",""46,476"",""3,392"",""3,052"",""3,404"",""3,948"",""3,561"",""3,868"",""4,177"",""4,436"",""4,168"",""4,035"",""4,198"",""4,237"""
" АО ""Геотех"",""103,968"",""8,972"",""7,925"",""8,892"",""8,671"",""8,816"",""8,58"",""8,77"",""8,74"",""8,623"",""8,853"",""8,315"",""8,811"""
" АО ""ГРИЦ"",""140,175"",""11,796"",""10,665"",""11,899"",""11,656"",""11,75"",""11,633"",""11,841"",""11,9"",""11,685"",""11,745"",""11,52"",""12,085"""
" ООО ""Густореченский участок"",""466,687"",""34,59"",""31,7"",""35,678"",""35,633"",""35,643"",""36,919"",""39,174"",""40,659"",""40,266"",""44,916"",""45,461"",""46,048"""
" ООО ""Дальпромсинтез"",""77,132"",""5,185"",""4,879"",""5,645"",""5,882"",""6,588"",""6,439"",""6,676"",""6,992"",""6,835"",""7,454"",""7,166"",""7,391"""
" ООО ""ДИАЛЛ АЛЬЯНС"",""10,712"",""0,978"",""0,832"",""0,784"",""0,504"",""0,72"",""0,652"",""0,751"",""0,769"",""1,337"",""1,262"",""1,044"",""1,079"""
" ООО ""Дубровинское"",""1,519"",""0,153"",""0,12"",""0,151"",""0,122"",""0,125"",""0,107"",""0,129"",""0,124"",""0,128"",""0,118"",""0,13"",""0,112"""
" ООО ""ЕвроСибОйл"",""45,106"",""3,462"",""3,275"",""3,398"",""4,411"",""4,605"",""4,211"",""3,386"",""4,326"",""4,057"",""3,662"",""3,195"",""3,118"""
" АО ""Елабуганефть"",""18,487"",""1,578"",""1,428"",""1,55"",""1,5"",""1,55"",""1,5"",""1,553"",""1,61"",""1,604"",""1,582"",""1,498"",""1,534"""
" ООО ""Западно-Новомолодежное"",""2,512"",""0"",""0"",""0"",""0,345"",""0,436"",""0,396"",""0,358"",""0,372"",""0,317"",""0,226"",""0,062"",""0"""
" АО ""Иделойл"",""238,398"",""20,225"",""18,51"",""20,473"",""19,412"",""19,468"",""19,1"",""20,295"",""19,87"",""20,104"",""20,917"",""19,34"",""20,684"""
" ООО НПФ ""Иджат"",""1,391"",""0,129"",""0,105"",""0,094"",""0,091"",""0,152"",""0,122"",""0,134"",""0,11"",""0,117"",""0,111"",""0,12"",""0,106"""
" ООО ""Инвест Трейд"",""11,798"",""   "",""   "",""   "",""0,149"",""0,2"",""0"",""1,03"",""1,437"",""1,507"",""1,96"",""2,073"",""3,442"""
" ОАО ""ИНГА"",""123,17"",""10,781"",""9,822"",""10,616"",""10,189"",""10,555"",""10,27"",""10,611"",""10,788"",""10,197"",""9,91"",""9,555"",""9,876"""
" ЗАО ""Ингеохолдинг"",""17,21"",""1,628"",""1,453"",""1,346"",""1,355"",""1,401"",""1,348"",""1,447"",""1,471"",""1,439"",""1,451"",""1,413"",""1,458"""
" ЗАО ""ИНК-Запад"",""2538,924"",""204,004"",""178,871"",""200,205"",""194,793"",""206,861"",""191,676"",""226,911"",""229,546"",""219,71"",""230,083"",""222,152"",""234,112"""
" ООО ""ИНК-НефтеГазГеология"",""105,674"",""8,629"",""8,6"",""11,26"",""9,442"",""9,177"",""8,311"",""8,691"",""7,513"",""8,071"",""8,819"",""8,676"",""8,485"""
" ЗАО ""Институт РОСТЭК"",""2,754"",""0,228"",""0,189"",""0,247"",""0,232"",""0,254"",""0,245"",""0,25"",""0,245"",""0,23"",""0,213"",""0,211"",""0,21"""
" ООО ""Интерстройтехпроект"",""0,345"",""   "",""   "",""   "",""   "",""0,051"",""0,239"",""0,055"",""0"",""0"",""0"",""   "",""   """
" ООО ""ИНТЭК-Западная Сибирь"",""30,882"",""3,199"",""2,745"",""3,176"",""2,928"",""1,555"",""2,619"",""2,818"",""2,7"",""2,149"",""2,16"",""2,465"",""2,368"""
" ООО ""Иреляхское"",""31,582"",""6,316"",""6,498"",""7,943"",""3,837"",""0"",""   "",""0"",""0"",""0"",""1,959"",""1,587"",""3,442"""
" ООО ""ИТАНЕФТЬ"",""3,004"",""0,247"",""0,205"",""0,257"",""0,23"",""0,237"",""0,247"",""0,249"",""0,253"",""0,221"",""0,2"",""0,237"",""0,421"""
" ОАО ""Каббалкнефтетоппром"",""0,211"",""0,021"",""0,023"",""0,025"",""0,023"",""0,019"",""0,019"",""0,02"",""0,011"",""0,01"",""0,012"",""0,014"",""0,014"""
" ОАО ""Калининграднефть"",""5,392"",""0,451"",""0,35"",""0,476"",""0,467"",""0,44"",""0,489"",""0,522"",""0,49"",""0,383"",""0,502"",""0,45"",""0,372"""
" ЗАО НК ""Калмпетрол"",""0,348"",""0,036"",""0,018"",""0,033"",""0,033"",""0,024"",""0,04"",""0,034"",""0,028"",""0,02"",""0,033"",""0,014"",""0,035"""
" ООО ""Кама-Нефть"",""3,689"",""0,225"",""0,215"",""0,221"",""0,211"",""0,201"",""0,3"",""0,304"",""0,404"",""0,403"",""0,411"",""0,393"",""0,401"""
" ООО ""Камскойл"",""28,959"",""2,4"",""2,534"",""2,693"",""2,488"",""2,222"",""2,434"",""1,98"",""2,108"",""2,36"",""2,527"",""2,472"",""2,741"""
" ЗАО ""Кара-Алтын"",""517,105"",""46,1"",""41,7"",""45,1"",""41,91"",""43,675"",""42,29"",""44,94"",""43,57"",""42,46"",""42,965"",""41,03"",""41,365"""
" ООО ""Карбон-Ойл"",""65,975"",""5,053"",""4,631"",""5,3"",""5,18"",""5,45"",""5,585"",""5,715"",""5,8"",""5,421"",""5,98"",""5,76"",""6,1"""
" ЗАО ""Каюм Нефть"",""440,756"",""34,39"",""32,396"",""36,627"",""36,284"",""37,535"",""36,359"",""37,634"",""37,692"",""37,02"",""38,041"",""37,429"",""39,349"""
" ЗАО ""Колванефть"",""241,823"",""23,165"",""21,446"",""23,116"",""21,821"",""22,651"",""22,414"",""22,177"",""20,335"",""17,268"",""16,381"",""15,864"",""15,185"""
" ООО ""КомсомольскНефть"",""27,962"",""2,028"",""1,946"",""2,076"",""1,782"",""2,614"",""2,098"",""2,165"",""2,985"",""2,961"",""2,711"",""2,311"",""2,285"""
" АО ""Кондурчанефть"",""71,287"",""6,03"",""5,74"",""6,33"",""5,985"",""6,17"",""5,67"",""5,92"",""6"",""5,845"",""5,997"",""5,71"",""5,89"""
" ООО ""Косьюнефть"",""68,194"",""5,926"",""4,674"",""5,611"",""4,741"",""5,339"",""6,101"",""5,295"",""5,462"",""5,864"",""6,574"",""6,448"",""6,159"""
" ООО ""Кулигинское"",""9,015"",""0,735"",""0,64"",""0,679"",""0,738"",""0,575"",""0,672"",""0,762"",""0,843"",""0,797"",""0,878"",""0,849"",""0,847"""
" ЗАО ""Кэпитал Ойл"",""8,505"",""0,528"",""0,655"",""0,758"",""0,846"",""0,782"",""0,883"",""0,835"",""0,745"",""0,716"",""0,629"",""0,546"",""0,582"""
" ООО ""ГДК Ленскгаз"",""1,232"",""0,234"",""0,176"",""0,127"",""0,057"",""0,038"",""0,007"",""0,008"",""0,012"",""0,036"",""0,106"",""0,211"",""0,22"""
" ООО ""Луговое"",""22,865"",""1,985"",""1,789"",""1,978"",""1,911"",""1,969"",""1,905"",""1,969"",""1,967"",""1,787"",""1,881"",""1,834"",""1,89"""
" ООО ""ЛюксНефтеТрансДобыча(ГНТ)"",""13,869"",""1,253"",""1,329"",""1,424"",""1,303"",""1,226"",""1,106"",""1,135"",""1,042"",""1,028"",""0,951"",""1,035"",""1,037"""
" ЗАО ""МакОйл"",""18,916"",""1,333"",""1,344"",""1,488"",""1,54"",""1,55"",""1,53"",""1,612"",""1,705"",""1,709"",""1,728"",""1,61"",""1,767"""
" ООО ""Матюшкинская вертикаль"",""30,246"",""3,046"",""3,084"",""3,15"",""3,082"",""2,797"",""2,668"",""2,187"",""1,639"",""2,178"",""2,332"",""2,148"",""1,935"""
" АО ""Меллянефть"",""66,1"",""5,725"",""5,175"",""5,925"",""5,625"",""4,725"",""5,625"",""6,05"",""5,56"",""5,665"",""5,325"",""5,121"",""5,579"""
" ООО ""МНКТ"",""431,288"",""39,135"",""35,251"",""39,169"",""38,802"",""39,645"",""38,248"",""30,224"",""25,286"",""28,267"",""37,918"",""39,004"",""40,339"""
" ООО ""Мултановский"",""160,054"",""13,031"",""11,477"",""13,041"",""12,604"",""13,132"",""12,782"",""13,252"",""13,258"",""13,634"",""14,651"",""14,278"",""14,914"""
" ООО ""НГК ""Горный"",""170,951"",""11,149"",""11,842"",""13,489"",""13,383"",""12,629"",""12,236"",""12,469"",""13,377"",""15,656"",""16,484"",""17,771"",""20,466"""
" АО ""Негуснефть"",""175,782"",""16,226"",""14,655"",""16,226"",""15,423"",""15,338"",""14,736"",""15,262"",""14,337"",""13,333"",""13,578"",""13,234"",""13,434"""
" ООО ""Недра-К"",""129,842"",""10,211"",""9,547"",""11,243"",""11,076"",""11,302"",""11,397"",""11,527"",""11,307"",""10,639"",""10,834"",""10,286"",""10,473"""
" ООО ""НБС"",""2,427"",""0,216"",""0,202"",""0,199"",""0,201"",""0,208"",""0,201"",""0,208"",""0,195"",""0,198"",""0,19"",""0,201"",""0,208"""
" ООО ""Нефтегазопромысловые технологии"",""0,032"",""0,014"",""0,014"",""0"",""0"",""0"",""0"",""0"",""0,001"",""0"",""0,001"",""0,001"",""0,001"""
" ЗАО ""НефтУс"",""172,799"",""15,399"",""13,483"",""14,148"",""13,456"",""15,364"",""14,442"",""15,662"",""15,779"",""14,573"",""15,05"",""14,844"",""10,599"""
" АО ""Нефтьинвест"",""35,351"",""3,067"",""2,716"",""2,83"",""2,792"",""3,238"",""3,096"",""3,191"",""2,982"",""2,868"",""2,861"",""2,976"",""2,734"""
" ООО ""НЗНП Трейд"",""121,137"",""1,158"",""0,276"",""0"",""1,721"",""0,546"",""4,441"",""9,848"",""10,605"",""8,939"",""19,753"",""25,594"",""38,256"""
" ООО ""НК ""Атамановка""(Нефть-Сар.),""5,184"",""0,398"",""0,377"",""0,458"",""0,493"",""0,514"",""0,469"",""0,518"",""0,377"",""0,344"",""0,417"",""0,403"",""0,416"""
" ООО ""НК ""Балаковское"",""6,929"",""0,608"",""0,479"",""0,56"",""0,498"",""0,612"",""0,575"",""0,597"",""0,596"",""0,582"",""0,614"",""0,594"",""0,614"""
" ООО ""НК-Геология"",""192,515"",""16,585"",""15,01"",""16,503"",""15,67"",""16,24"",""15,91"",""16,305"",""16,317"",""15,63"",""16,325"",""15,76"",""16,26"""
" ООО ""НК ""Действие"",""7,387"",""1,312"",""1,173"",""1,457"",""0,73"",""0,595"",""0,369"",""0,514"",""0,268"",""0,253"",""0,217"",""0,065"",""0,434"""
" ООО ""НК ""Казанла"",""0,515"",""0,038"",""0,049"",""0,047"",""0,044"",""0,041"",""0,044"",""0,045"",""0,043"",""0,041"",""0,042"",""0,04"",""0,041"""
" ООО ""НК ""Развитие Регионов"",""44,155"",""3,674"",""3,23"",""3,244"",""3,168"",""3,907"",""3,669"",""3,744"",""3,936"",""4,076"",""4,206"",""3,638"",""3,663"""
" ООО ""ННК"",""6,187"",""0,499"",""0,425"",""0,459"",""0,554"",""0,524"",""0,544"",""0,538"",""0,526"",""0,52"",""0,566"",""0,543"",""0,489"""
" АО ""Новая Печорская Энергетическая Компания"",""22,514"",""1,938"",""1,559"",""1,859"",""1,968"",""2,005"",""1,782"",""1,847"",""1,98"",""1,969"",""1,97"",""1,715"",""1,922"""
" ООО ""Новобарскнефть"",""0,102"",""0,047"",""0,048"",""0,007"",""0"",""   "",""   "",""0"",""   "",""0"",""0"",""   "",""0"""
" ОАО ""Нократойл"",""6,483"",""0,5"",""0,51"",""0,48"",""0,48"",""0,485"",""0,56"",""0,585"",""0,571"",""0,6"",""0,584"",""0,567"",""0,561"""
" ООО ""Норд Империал"",""49,076"",""3,848"",""3,716"",""3,94"",""3,873"",""4,937"",""4,702"",""4,52"",""4,097"",""3,929"",""3,823"",""3,783"",""3,908"""
" ЗАО ""Нэм Ойл"",""111,048"",""9,78"",""8,876"",""9,898"",""9,561"",""9,493"",""9,003"",""9,199"",""8,779"",""8,693"",""9,38"",""9,066"",""9,32"""
" ООО ""Ольшанское"",""11,413"",""1,294"",""1,153"",""1,143"",""0,838"",""1,076"",""0,938"",""1,067"",""0,755"",""0,56"",""0,594"",""0,84"",""1,155"""
" ООО ""Омега"",""1,456"",""0,129"",""0,09"",""0,127"",""0,135"",""0,107"",""0,134"",""0,156"",""0,125"",""0,091"",""0,121"",""0,127"",""0,114"""
" ОАО ""ОНК"",""8,675"",""0,289"",""0,512"",""0,715"",""0,733"",""0,703"",""0,757"",""0,976"",""0,913"",""0,841"",""0,74"",""0,763"",""0,733"""
" ООО ""Опаринское"",""50,428"",""4,719"",""4,163"",""4,313"",""4,132"",""4,177"",""3,964"",""4,3"",""4,269"",""3,98"",""4,17"",""3,887"",""4,354"""
" ЗАО ""Охтин-Ойл"",""274,787"",""23,257"",""21,047"",""22,63"",""21,9"",""22,94"",""22,35"",""23,251"",""23,405"",""22,801"",""23,937"",""23,4"",""23,869"""
" ООО ""Петро-Инвест"",""0,07"",""   "",""   "",""   "",""   "",""   "",""   "",""   "",""   "",""   "",""   "",""0,035"",""0,035"""
" ЗАО ""Печоранефтегаз"",""143,865"",""11,442"",""9,775"",""11,511"",""11,715"",""12,52"",""12,916"",""13,092"",""12,574"",""13,01"",""12,567"",""11,244"",""11,499"""
" ООО ""Прикаспийская Газовая Компания"",""19,886"",""1,832"",""1,729"",""1,372"",""1,263"",""1,853"",""1,632"",""1,42"",""1,56"",""1,816"",""1,689"",""1,969"",""1,751"""
" ООО ""Регион-Нефть"",""393,175"",""36,236"",""34,1"",""37,506"",""35,145"",""29,782"",""13,809"",""28,103"",""30,202"",""34,761"",""38,43"",""38,266"",""36,835"""
" ООО ""РИФ"",""53,887"",""4,738"",""4,161"",""4,697"",""4,356"",""4,706"",""4,665"",""4,785"",""4,542"",""4,539"",""4,6"",""4,287"",""3,811"""
" ООО ""РНГК Саратов"",""69,66"",""4,98"",""4,361"",""4,804"",""4,611"",""6,696"",""6,528"",""6,635"",""6,489"",""6,08"",""6,273"",""6,113"",""6,09"""
" ООО ""Русланойл"",""64,714"",""4,919"",""4,621"",""5,054"",""4,865"",""5,492"",""4,592"",""5,655"",""6,028"",""5,906"",""6,076"",""5,838"",""5,668"""
" ООО ""Руфьеганнефтегаз"",""17,973"",""1,019"",""1,359"",""1,696"",""1,604"",""1,73"",""1,603"",""1,639"",""1,665"",""1,583"",""1,64"",""1,322"",""1,113"""
" ООО ""Садакойл"",""96,896"",""7,356"",""6,417"",""6,752"",""6,639"",""7,307"",""7,948"",""8,962"",""7,712"",""8,4"",""9,206"",""9,373"",""10,824"""
" АО НК ""Саратовнефтегеофизика"",""68,414"",""5,387"",""4,91"",""5,564"",""5,68"",""5,695"",""5,761"",""5,952"",""5,955"",""5,612"",""5,991"",""5,876"",""6,031"""
" ООО ""Саханефть "",""18,024"",""2,11"",""1,531"",""1,934"",""1,552"",""0,037"",""0"",""0,257"",""2,511"",""1,496"",""1,219"",""1,882"",""3,495"""
" АО ""Сахатранснефтегаз"",""0,22"",""0,04"",""0,028"",""0,025"",""0,025"",""0,012"",""0,001"",""0,001"",""0,001"",""0,013"",""0,017"",""0,028"",""0,029"""
" ООО ""Сиаль"",""175,868"",""15,025"",""12,875"",""15,325"",""15,025"",""15,125"",""13,643"",""15,36"",""14,64"",""15,055"",""15,145"",""14,62"",""14,03"""
" ООО ""Сладковско-Заречное"",""1829,797"",""121,722"",""100,13"",""120,629"",""142,826"",""152,288"",""150,198"",""151,084"",""172,011"",""165,974"",""175,612"",""185,476"",""191,847"""
" АО ""СМП-Нефтегаз"",""277,345"",""23,3"",""21,3"",""23,795"",""23"",""24"",""23,2"",""23,8"",""23,65"",""22,7"",""23,2"",""22,4"",""23"""
" ООО НК ""Союз-Нефть"",""0,305"",""0,029"",""0,027"",""0,029"",""0,027"",""0,027"",""0,025"",""0,024"",""0,024"",""0,023"",""0,023"",""0,023"",""0,024"""
" ООО ""Стандарт"",""9,625"",""0,723"",""0,714"",""0,693"",""0,835"",""0,704"",""0,643"",""1,178"",""0,732"",""0,776"",""0,826"",""0,882"",""0,919"""
" ООО ""Стимул-Т"",""74,755"",""7,544"",""6,646"",""7,247"",""6,717"",""6,024"",""5,755"",""5,712"",""5,712"",""5,553"",""5,605"",""5,63"",""6,61"""
" АО ""Таймыргаз"",""22,52"",""12,75"",""9,77"",""0"",""   "",""   "",""   "",""   "",""0"",""   "",""   "",""   "",""   """
" ООО ""ТАКС"",""0,91"",""0,093"",""0,073"",""0,078"",""0,072"",""0,073"",""0,073"",""0,072"",""0,078"",""0,074"",""0,074"",""0,074"",""0,076"""
" ЗАО ""ТАТЕХ"",""480,747"",""41,19"",""37,17"",""40,725"",""38,89"",""40,72"",""39,58"",""40,847"",""40,989"",""39,69"",""41,019"",""39,474"",""40,453"""
